Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2018-01-01,1176.5228271484375,1198.402500383852,1171.8088657021747,1192.8436347970296,1351760
2018-01-02,1170.1195068359375,1187.1964152049547,1165.2277027868142,1182.9271609697892,1920290
2018-01-03,1173.4324951171875,1186.9294697587231,1170.1194315749763,1170.4752208336301,1257120
2018-01-04,1181.6373291015625,1183.8163616202976,1174.032755325915,1178.4798490960889,913082
2018-01-05,1195.9124755859375,1200.493004039142,1178.4798891289965,1178.4798891289965,1153706
2018-01-08,1207.119384765625,1212.6561047208756,1192.6441778608907,1200.7156115990906,1242220
2018-01-09,1204.7177734375,1210.0542862766474,1190.2869750159657,1207.3860298570737,2149396
2018-01-10,1248.121337890625,1252.3015624616708,1198.336037994413,1205.60707948636,3365850
2018-01-11,1240.9613037109375,1254.9251323254855,1237.2701948004863,1249.6331350753394,2520744
2018-01-12,1234.6688232421875,1247.4097024427692,1218.7482071080956,1247.4097024427692,3360314
2018-01-15,1221.21630859375,1248.7437721072124,1216.3022488873391,1235.0244461395696,1457214
2018-01-16,1267.79931640625,1272.6020890989953,1223.194960167263,1225.6186036888325,4267752
2018-01-17,1284.7430419921875,1300.774835612089,1272.8248098182387,1276.3158216091267,4280806
2018-01-18,1297.750732421875,1304.3324521559412,1275.4486031687538,1288.3229164322406,2209478
2018-01-19,1316.028564453125,1326.123446236305,1291.2804209120739,1303.2431690543008,1820000
2018-01-22,1389.1778564453125,1397.335353365005,1302.5214426044674,1319.9062257193116,4367110
2018-01-23,1382.7593994140625,1400.7460134699797,1377.4325434161742,1388.532019241549,3239610
2018-01-24,1415.1219482421875,1452.7666832497657,1374.1338755624379,1377.4102833603088,5621538
2018-01-25,1391.2508544921875,1417.4394725606821,1373.3979960686245,1415.299784978216,3833844
2018-01-29,1425.931884765625,1437.588567134949,1391.674885765988,1395.865022864146,3141060
2018-01-30,1405.4263916015625,1428.138034657791,1401.3475876756415,1417.5288348200575,1574758
2018-01-31,1387.3731689453125,1404.1561344492463,1381.2439159774785,1398.361204370567,3043214
2018-02-01,1399.07421875,1421.9864331060464,1376.8751611319396,1392.5660241452317,2400630
2018-02-02,1405.7830810546875,1421.9866400616224,1383.405758202602,1390.7831714709287,2456490
2018-02-05,1383.294189453125,1421.0949811052997,1371.5483787304418,1386.3254050305777,2757742
2018-02-06,1336.0657958984375,1371.6822865539084,1330.6051883415919,1341.749285396379,2657306
2018-02-07,1317.25439453125,1351.1101348038253,1313.8665459766944,1349.3270795285976,2180324
2018-02-08,1325.79052734375,1349.5943769604705,1319.0149400898333,1328.2645379292603,2755004
2018-02-09,1324.67626953125,1334.6168240883667,1291.22167440277,1315.003216787135,2102458
2018-02-12,1322.715087890625,1347.7001733359768,1317.4773626768056,1327.6184902184561,1974562
