Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2018-01-02,40.381004333496094,40.390383093959265,39.67774753061909,39.88872671765163,102223600
2018-01-03,40.37396240234375,40.91781591685785,40.310671880614436,40.44428878121343,118071600
2018-01-04,40.561500549316406,40.66464543398791,40.33880331756572,40.44663400466889,89738400
2018-01-05,41.02330017089844,41.11003400377929,40.56618411295515,40.65760732454381,94640000
2018-01-08,40.870933532714844,41.166300036515835,40.77247445449957,40.870933532714844,82271200
2018-01-09,40.866241455078125,41.03736622619869,40.65057652697938,40.91781389190044,86336000
2018-01-10,40.85687255859375,40.8592190370735,40.55447372146462,40.59198160765163,95839600
2018-01-11,41.088932037353516,41.13816156527211,40.90374273640681,40.927182473124866,74670800
2018-01-12,41.513240814208984,41.57653491672932,41.175677036698445,41.29991876356713,101672400
2018-01-16,41.3022575378418,42.052397138529756,41.290535880013536,41.70311176615497,118263600
2018-01-17,41.98442077636719,42.01958217586065,41.03971302253019,41.29288225277923,137547200
2018-01-18,42.021915435791016,42.21882995862066,41.78515372064294,42.04770164848613,124773600
2018-01-19,41.83439254760742,42.09694053382906,41.58825202205062,41.86955394685209,129700400
2018-01-22,41.49214553833008,41.67499199522446,41.398379408570904,41.56247192412374,108434400
2018-01-23,41.50152587890625,42.06413345823558,41.44995700499302,41.56247709007928,130756400
2018-01-24,40.84046173095703,41.56247238433268,40.60135344739043,41.55075072374585,204420400
2018-01-25,40.11142349243164,41.01159133048376,39.97546008299423,40.908446428362346,166116000
2018-01-26,40.20517349243164,40.32004001039495,39.86526689378004,40.32004001039495,156572000
2018-01-29,39.37298583984375,39.88870651874562,39.16435323704924,39.88870651874562,202561600
2018-01-30,39.140926361083984,39.2346924959149,38.60879442469922,38.80336255257468,184192800
2018-01-31,39.24875259399414,39.48551795947616,39.030744745683194,39.11747858938346,129915600
2018-02-01,39.33079528808594,39.527706268230695,39.09168705393994,39.18779964315865,188923200
2018-02-02,37.624229431152344,39.10106905879282,37.53046331194743,38.91353324343483,346375200
2018-02-05,36.68421173095703,38.41656710692607,36.56934519233104,37.29604514936819,290954000
2018-02-06,38.21730422973633,38.37905380601022,36.10050233360357,36.29507040528465,272975200
2018-02-07,37.39918899536133,38.30404607461317,37.28901540532446,38.23137678935655,206434400
2018-02-08,36.37008285522461,37.74143454751271,36.34195373807335,37.57499559148965,217562000
2018-02-09,36.81494903564453,37.163302504135125,35.36268790898126,36.970297163097975,282690400
2018-02-12,38.297813415527344,38.575553796967,37.073862281325994,37.306884493194126,243278000
2018-02-13,38.68146514892578,38.77796960748867,38.048306830765405,38.1189199368244,130196800
2018-02-14,39.394657135009766,39.434670397688606,38.33782717155725,38.3754843889693,162579600
2018-02-15,40.717472076416016,40.741007392323105,39.77832569747059,39.964270136728615,204588800
2018-02-16,40.58563995361328,41.14818868716067,40.430295449475395,40.56916559945333,160704400
2018-02-20,40.449134826660156,41.01638500061634,40.34792186009505,40.49620903810648,135722000
2018-02-21,40.26552200317383,40.98341143632526,40.251396514687585,40.67977987718068,149886400
2018-02-22,40.60212707519531,40.94341959897024,40.41618268219754,40.437365538703844,123967600
2018-02-23,41.30824661254883,41.34355136962207,40.84691076811192,40.87751061859656,135249600
2018-02-26,42.12499237060547,42.223849271436976,41.4753597687707,41.508312069047875,152648800
2018-02-27,41.98847961425781,42.48041172327539,41.93434445561561,42.15559717989041,155712400
2018-02-28,41.924922943115234,42.51335944789299,41.908448588577784,42.193249845632636,151128400
2018-03-01,41.19055938720703,42.31564980771792,40.639783626511424,42.02378397967999,195208000
2018-03-02,41.475364685058594,41.49654753956239,40.590353787227414,40.67273634345124,153816000
2018-03-05,41.61894607543945,41.835490315892,41.077583678542055,41.23999275676447,113605600
2018-03-06,41.583641052246094,41.95553344872215,41.4565403152002,41.875506925710575,95154000
2018-03-07,41.1976318359375,41.39064080629426,41.0187483639137,41.1764489757372,126814000
2018-03-08,41.64718246459961,41.68954816883337,41.207033110135754,41.303533966956444,95096400
2018-03-09,42.36271667480469,42.36742517211919,41.75309736346222,41.887262600442206,128740800
2018-03-12,42.77227783203125,42.92997840234038,42.416863435501575,42.43569024525722,128828400
2018-03-13,42.36037063598633,43.19124275701398,42.188548169066856,42.977050990910776,126774000
2018-03-14,42.000247955322266,42.48982759809608,41.85196079476881,42.44275339219184,117473600
2018-03-15,42.049678802490234,42.42392721680228,41.91316466923111,42.01437404242875,90975200
2018-03-16,41.901390075683594,42.16029999793045,41.80723807452251,42.049673641273436,157618800
2018-03-19,41.26116943359375,41.7719319011392,40.87515522076287,41.73662714660922,133787200
2018-03-20,41.247047424316406,41.61423123659747,41.17643432390894,41.247047424316406,78597600
2018-03-21,40.3126106262207,41.21173977252435,40.310254581530835,41.19997032366961,148219600
2018-03-22,39.74300003051758,40.64448152862968,39.68415638439098,40.01367936608748,165963200
2018-03-23,38.82270050048828,39.99486540749828,38.82270050048828,39.63474243250405,164115200
2018-03-26,40.665672302246094,40.74334635439028,39.175750592639936,39.55941235554052,150164800
2018-03-27,39.62296676635742,41.22586751967293,39.288735202377374,40.87986650516944,163690400
2018-03-28,39.18516540527344,40.01839356438432,38.88153372827884,39.366404866791264,166674000
2018-03-29,39.49115753173828,40.42559515689415,39.284026695472384,39.49821848374443,153594000
2018-04-02,39.23223876953125,39.76418769347283,38.71206288607714,39.222825365285466,150347200
2018-04-03,39.634742736816406,39.71947776637932,38.808578892227466,39.458211724521384,121112000
2018-04-04,40.392635345458984,40.48678374906972,38.78267393960822,38.808565289330886,138422000
2018-04-05,40.6727294921875,41.009313428823425,40.5032595016405,40.62094679554641,107732800
2018-04-06,39.63238525390625,40.59741917707772,39.5900159487348,40.242004743708065,140021200
2018-04-09,40.02545166015625,40.7409888676697,39.978377458213366,39.98543840892823,116070800
2018-04-10,40.778656005859375,40.95518698423972,40.37381134145123,40.71981234639926,113634400
2018-04-11,40.58799362182617,40.93634699864833,40.413815137649536,40.5385633791777,89726400
2018-04-12,40.988128662109375,41.190550941827595,40.72921519100548,40.816306226666434,91557200
2018-04-13,41.127010345458984,41.38827634272129,40.91988310196301,41.13877979590958,100497200
2018-04-16,41.38357162475586,41.470659093730326,41.1505494342852,41.19762364477054,86313600
2018-04-17,41.95317077636719,42.117932281121895,41.52243481938111,41.54126521871471,106421600
2018-04-18,41.85901641845703,42.08968610363311,41.63305882226284,41.85195546804667,83018000
2018-04-19,40.6727294921875,41.28234881265261,40.63977719355509,40.898687085229376,139235200
2018-04-20,39.00627899169922,40.300839291446216,38.938018346454996,40.15490818876477,261964400
2018-04-23,38.89330291748047,39.28873054920499,38.62261995362777,39.26754769569081,146062000
2018-04-24,38.351951599121094,39.14987163450099,37.94710685517581,38.99452348103841,134768000
2018-04-25,38.51905822753906,38.93567234410934,38.227195973821644,38.27662263674322,113528400
2018-04-26,38.653221130371094,39.008635520485086,38.453151262893755,38.62968223130373,111852000
2018-04-27,38.20601272583008,38.679114452308156,37.808229015445676,38.601440391268724,142623200
2018-04-30,38.898014068603516,39.368763377105935,38.09303318204824,38.161293843039125,169709600
2018-05-01,39.80185317993164,39.82538848908301,38.90036787504531,39.16869482178843,214277600
2018-05-02,41.560096740722656,41.837837057450194,40.90810806336872,41.244692032779035,266157600
2018-05-03,41.63541793823242,41.77899660543915,41.05875081606934,41.3976908561332,136272800
2018-05-04,43.268924713134766,43.36778164057173,41.93670325911471,41.95553366313113,224805200
2018-05-07,43.581974029541016,44.17276314839865,43.48546955448886,43.58667893695889,169805600
2018-05-08,43.79144287109375,43.83145612012062,43.231250201655236,43.54194638214318,113611200
2018-05-09,44.099788665771484,44.109202070237544,43.59608712584332,43.90913579943176,92844800
2018-05-10,44.7305908203125,44.80826487522912,44.168045627005746,44.18923207218784,111957200
2018-05-11,44.56047439575195,44.90780963637365,44.29111274030875,44.773130611342786,104848800
2018-05-14,44.45650863647461,44.7825793299708,44.387988363034815,44.65971153736071,83115200
2018-05-15,44.05247116088867,44.20133015878554,43.73585375444353,44.132806274992966,94780800
2018-05-16,44.463592529296875,44.52975487692427,43.948498949610155,43.965040437862264,76732400
2018-05-17,44.18242263793945,44.63608416033303,44.03356365522016,44.42106643093434,69176000
2018-05-18,44.02174758911133,44.37617098156991,43.979218512599275,44.22967713307568,73190800
2018-05-21,44.333648681640625,44.72115150574485,44.16352513882592,44.42107197808811,73603200
2018-05-22,44.22257614135742,44.62898180206201,44.132787754226364,44.51084070547068,60962800
2018-05-23,44.506126403808594,44.53920577581942,43.891791088886215,44.0312003616429,80233600
2018-05-24,44.45650863647461,44.619543983222705,43.99812405110959,44.60300609875713,92936000
2018-05-25,44.55811309814453,44.810933264665934,44.338368701451394,44.47541285742939,69844000
2018-05-29,44.39741897583008,44.598260265535416,44.154048625460455,44.32653720805628,90056400
2018-05-30,44.302913665771484,44.42105476888021,44.1327901888645,44.35489603956975,74762000
2018-05-31,44.15407180786133,44.47541587687862,43.98158674008478,44.236772054191015,109931200
2018-06-01,44.9503288269043,44.95505187521975,44.36198482739498,44.418693855603955,93770000
2018-06-04,45.32602310180664,45.701711002839396,45.21260863468713,45.28112889878117,105064800
2018-06-05,45.675724029541016,45.82458301008021,45.45125659906751,45.6190185934356,86264000
2018-06-06,45.83403396606445,45.85766363534121,45.347293064166436,45.75133733435847,83734400
2018-06-07,45.71116638183594,45.88601294210965,45.44652780606369,45.87183658375028,85388800
2018-06-08,45.295310974121094,45.36619637703649,44.83928791820581,45.17008165796916,106627200
2018-06-11,45.18425750732422,45.35910768515719,44.94325218766686,45.21261383139903,73234000
2018-06-12,45.43235778808594,45.51033137532529,45.16535765045254,45.22206669718523,67644400
2018-06-13,45.059024810791016,45.57412199581187,44.9975927231053,45.46543057334217,86553600
2018-06-14,45.08265686035156,45.2645952138166,44.94561271407489,45.25986855901223,86440400
2018-06-15,44.61954879760742,44.93144316510567,44.48250463055957,44.90072531229338,246876800
2018-06-18,44.59592819213867,44.70934270085363,44.23205138549577,44.39272524444234,73939600
2018-06-19,43.875244140625,44.026464610771406,43.34597069242239,43.74528820408191,134314000
2018-06-20,44.06663513183594,44.232031968895384,43.88469680838022,44.031194240101996,82514800
2018-06-21,43.82090759277344,44.503763149833475,43.69803981348712,44.24385123314723,102847600
2018-06-22,43.69330978393555,43.983935918958444,43.641327404613634,43.97684774044916,108801600
2018-06-25,43.04353713989258,43.69331332875178,42.70329012231989,43.33416329849383,126652400
2018-06-26,43.577537536621094,44.07373174817735,43.130964188373,43.23729409469315,98276800
2018-06-27,43.513736724853516,44.25093613521636,43.48301888096149,43.766556838379444,101141200
2018-06-28,43.830352783203125,43.998114749495535,43.42867372136041,43.49955911001045,69460800
2018-06-29,43.73820114135742,44.22966858320872,43.218380987312166,44.0170124256126,90950800
2018-07-02,44.22731399536133,44.255670319694616,43.338893949514286,43.433409021656324,70925200
2018-07-03,43.457027435302734,44.40924453654078,43.36723903391985,44.371438514339495,55819200
2018-07-05,43.80673599243164,44.04538341750769,43.542100976106674,43.77365661539102,66416800
2018-07-06,44.41398239135742,44.52267022587005,43.75947943778977,43.811461830080724,69940800
2018-07-09,45.030677795410156,45.05430386041232,44.72823676248304,44.775492497868875,79026400
2018-07-10,44.97633361816406,45.19607440885067,44.936162457669376,45.061395383515986,63756400
2018-07-11,44.39271545410156,44.8416503392362,44.328918229664474,44.53920931244165,75326000
2018-07-12,45.13699722290039,45.22678563021757,44.73059147082814,44.78257385344535,72164400
