Date,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2018-01-01,429.7684326171875,434.3216164303054,428.2922593807703,431.49403557933726,5431340
2018-01-02,428.1675109863281,433.2820895446304,425.38155240322163,431.3069552592782,6112248
2018-01-03,424.6746520996094,428.9575697387858,423.55193912752407,427.66854489866984,6846552
2018-01-04,422.2213134765625,424.549882504021,419.8095504515889,424.549882504021,8947614
2018-01-05,420.8075256347656,426.79531085488605,418.3126193562986,422.17971901202264,11025976
2018-01-08,430.8079528808594,432.0345948050516,424.15484423198563,426.1715753257141,5594690
2018-01-09,433.0117492675781,434.4879223977371,427.83483923577427,432.4504055275867,9948236
2018-01-10,437.5442199707031,439.103536506593,429.5605396105476,435.2780335754772,9468634
2018-01-11,447.33673095703125,450.4969355300556,438.7916563645969,438.7916563645969,16775298
2018-01-12,448.4386291503906,451.5365018223364,445.153709554814,451.49493019941815,18016528
2018-01-15,449.561279296875,454.46789729535914,442.88738546067066,449.0830788296561,10649250
2018-01-16,466.90087890625,471.8699307128904,449.60287330811366,449.60287330811366,22646966
2018-01-17,479.0635986328125,483.0970610864862,466.9633127897925,467.73256544178685,26154088
2018-01-18,479.3131103515625,484.38611746523924,470.7472746705391,476.1113339118268,13204970
2018-01-19,475.46673583984375,477.31715508778956,472.368914232324,476.1112735880379,5988278
2018-01-22,478.1904296875,481.0803428502704,470.70570991847825,470.76809273502096,9650214
2018-01-23,489.4590759277344,493.99149967079074,480.2695135688244,480.2695135688244,15403796
2018-01-24,493.0766906738281,507.73426583873834,485.4672058165297,488.5026955869058,20604718
2018-01-25,488.7521667480469,492.07870856595565,483.28415348305936,491.49655359602167,13548914
2018-01-29,491.87091064453125,497.4220684034382,484.51090475694815,485.07229942254355,10823002
2018-01-30,486.7770690917969,491.95397988100956,483.47128745664577,490.20756559908335,8628312
2018-01-31,478.29443359375,485.0930446019201,474.92631950116214,481.9952222363013,9213698
2018-02-01,475.945068359375,481.4754656891884,465.11304456419987,474.94709543592603,13005454
2018-02-02,475.3835754394531,483.55440322290343,469.91556264866097,472.05703391002766,10244486
2018-02-05,473.28375244140625,480.2071282725291,472.30659086069005,474.03224471033985,9860220
2018-02-06,460.62213134765625,469.18796719518883,455.38283763578715,457.3787324617824,10552078
2018-02-07,461.16278076171875,467.71191152878544,458.87578271607646,464.0526943521529,8342056
2018-02-08,471.6412353515625,476.6934306561251,464.2812822227413,466.88014289803095,8807244
2018-02-09,461.20428466796875,465.84066290420844,459.8944485550932,464.88426174013944,4382690
2018-02-12,458.5638732910156,465.9653994035984,456.4847843674238,463.553686707636,6291972
2018-02-14,456.4638671875,464.59312329480167,453.32442333822615,459.89436311489413,8345712
2018-02-15,463.4080810546875,469.7493018772582,458.64698801937527,458.64698801937527,7986736
2018-02-16,469.0632019042969,474.71831277529697,464.9257851123635,467.7949375477898,9889222
2018-02-19,470.6016845703125,472.36890980505854,465.84059218265423,469.2087054194297,6461840
2018-02-20,472.763916015625,477.98244847965844,458.95878861193825,458.95878861193825,7188594
2018-02-21,477.109375,478.98055518286293,474.03231299193436,477.1509466300392,13771358
2018-02-22,482.6604309082031,484.011838532973,474.21931067142486,476.3400217051871,17859974
2018-02-23,480.539794921875,484.8434985003303,476.839006779806,483.8039541210415,9459828
2018-02-26,473.4500732421875,480.29030558748076,471.68284782990537,478.60622342041114,5083608
